Agreement #,IssuerID,Issuer Name,Issuer City,Issuer State,FFIEC Regulator,Agreement File Name,PDF Size,TXT Size,Effective Date,Agreement Description,CFPB Filename,ID,Status
7667,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sears Home Improvement Account,,,2012-12-31,Sears Home Improvement Account,creditcardagreement_7667,FR006983704,Maintain
7668,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sears Home Improvement Account Card Spanish Language,,,2012-12-31,Sears Home Improvement Spanish Language,creditcardagreement_7668,FR006983704,Maintain
7669,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sears MasterCard,,,2012-12-31,Sears MasterCard,creditcardagreement_7669,FR006983704,Maintain
7670,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sears MasterCard Spanish Language,,,2012-12-31,Sears MasterCard Spanish Language,creditcardagreement_7670,FR006983704,Maintain
7671,196,Citibank NA,Las Vegas,NV,OCC,FR006983704_Sunoco Rewards,,,2012-12-31,Sunoco Rewards Card,creditcardagreement_7671,FR006983704,Maintain
7781,460,Community Choice Credit Union,Livonia,MI,NCUA,CCCU VISA Platinum Credit Card Agreement,,,2012-12-31,Community Choice VISA Platinum Credit Card,creditcardagreement_7781,FR099122269,Maintain
7782,385,CorTrust Bank,Mitchell,SD,OCC,Combined Pricing Addendum and T&C--CorPlatinum & CashRewards 123112,,,2012-12-31,Platinum,creditcardagreement_7782,FR099569246,Maintain
7785,450,Diamond Credit Union,Pottstown,PA,NCUA,Credit Bldr MC Agreement,,,2012-12-31,Credit Builder MasterCard Agreement,creditcardagreement_7785,FR175053719,Maintain
7787,450,Diamond Credit Union,Pottstown,PA,NCUA,MC Agreement Disclosure,,,2012-12-31,MC Agreement Disclosure,creditcardagreement_7787,FR175053719,Maintain
7793,225,Dow Chemical Employees' Credit Union,Midland,MI,NCUA,STANDARD VISA Classic Account Opening Brochure,,,2012-12-31,VISA Classic Disclosure,creditcardagreement_7793,FR380495567,Maintain
7794,225,Dow Chemical Employees' Credit Union,Midland,MI,NCUA,STANDARD VISA Gold Account Opening Brochure,,,2012-12-31,VISA Gold Disclosure,creditcardagreement_7794,FR380495567,Maintain
7795,225,Dow Chemical Employees' Credit Union,Midland,MI,NCUA,STANDARD VISA Platinum Account Opening Brochure,,,2012-12-31,VISA Platinum Disclosure,creditcardagreement_7795,FR380495567,Maintain
7796,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_A,,,2012-12-31,A,creditcardagreement_7796,FR061048575,Maintain
7797,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_B,,,2012-12-31,B,creditcardagreement_7797,FR061048575,Maintain
7798,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_C,,,2012-12-31,C,creditcardagreement_7798,FR061048575,Maintain
7799,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_D,,,2012-12-31,D,creditcardagreement_7799,FR061048575,Maintain
7800,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_E,,,2012-12-31,E,creditcardagreement_7800,FR061048575,Maintain
7801,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_IntroA,,,2012-12-31,IntroA,creditcardagreement_7801,FR061048575,Maintain
7802,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_IntroP,,,2012-12-31,IntroP,creditcardagreement_7802,FR061048575,Maintain
7803,291,Dupaco Community Credit Union,Dubuque,IA,NCUA,FR061048575_P,,,2012-12-31,P,creditcardagreement_7803,FR061048575,Maintain
7806,277,DuPage Credit Union,Naperville,IL,NCUA,FR168348949_1212_Visa_Gold,,,2012-12-31,DuPage Credit Union Gold VISA,creditcardagreement_7806,FR168348949,Maintain
7807,277,DuPage Credit Union,Naperville,IL,NCUA,FR168348949_1212_Visa_PlatAdv,,,2012-12-31,DuPage Credit Union Platimum Advantage VISA,creditcardagreement_7807,FR168348949,Maintain
7808,277,DuPage Credit Union,Naperville,IL,NCUA,FR168348949_1212_Visa_PlatRwds,,,2012-12-31,DuPage Credit Union Platinum Rewards VISA,creditcardagreement_7808,FR168348949,Maintain
7809,340,Earthmover Credit Union,Oswego,IL,NCUA,Earthmover CU Visa Platinum,,,2012-12-31,Earthmover CU Visa Platinum,creditcardagreement_7809,FR603348525,Maintain
7810,340,Earthmover Credit Union,Oswego,IL,NCUA,Earthmover CU Visa Preferred,,,2012-12-31,Earthmover CU Visa Preferred,creditcardagreement_7810,FR603348525,Maintain
7811,84,Eastman Credit Union,Kingsport,TN,NCUA,FR127111862_VisaApplication,,,2012-12-31,ECU Visa Application,creditcardagreement_7811,FR127111862,Maintain
7812,84,Eastman Credit Union,Kingsport,TN,NCUA,FR127111862_SecureVisaApplication,,,2012-12-31,ECU Secure Visa Application,creditcardagreement_7812,FR127111862,Maintain
7814,454,Educational Systems Federal Credit Union,Greenbelt,MD,NCUA,DMDDW4_cuf,,,2012-12-31,Visa Credit Card,creditcardagreement_7814,FR520695019,Maintain
7818,446,Envision Credit Union,Tallahasse,FL,NCUA,Envision CU-Disclosure and Agreements 2013,,,2012-12-31,Card Act agreements Letter,creditcardagreement_7818,FR027453398,Maintain
7821,91,Fairwinds Credit Union,Orlando,FL,NCUA,Fairwinds VISA Platinum Disclosure,,,2012-12-31,VISA Platinum/Platinum Rewards Disclosure,creditcardagreement_7821,FR084731686,Maintain
7822,91,Fairwinds Credit Union,Orlando,FL,NCUA,Fairwinds VISA Secured Disclosure,,,2012-12-31,VISA Secured Disclosure,creditcardagreement_7822,FR084731686,Maintain
7833,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Signature_1012,,,2012-12-31,Visa Signature,creditcardagreement_7833,FR007919392,Maintain
7834,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Platinum Cash Back_1012,,,2012-12-31,Visa Platinum,creditcardagreement_7834,FR007919392,Maintain
7835,216,First Citizens Bank and Trust Company Incorporated,Columbia,SC,FDIC,FR007919392_VISA Smart Option Classic_1012,,,2012-12-31,Visa Smart Option Classic,creditcardagreement_7835,FR007919392,Maintain
7838,167,First Community CU of Houston,Houston,TX,NCUA,FR082013533_VisaAgreement_10_12,,,2012-12-31,Visa Agreement,creditcardagreement_7838,FR082013533,Maintain
7841,124,First Financial Federal Credit Union of Maryland,Lutherville,MD,NCUA,FR010092047_CreditCardAgreement,,,2012-12-31,Credit Card Agreement,creditcardagreement_7841,FR010092047,Maintain
7861,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VPL-005,,,2012-12-31,FNB Platinum  ,creditcardagreement_7861,FR036321958,Maintain
7862,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VPL-001,,,2012-12-31,FNB Platinum Rewards 1,creditcardagreement_7862,FR036321958,Maintain
7863,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VPL-002,,,2012-12-31,FNB Platinum Rewards 2,creditcardagreement_7863,FR036321958,Maintain
7864,94,First National Bank of Edinburg,Edinburg,TX,OCC,036321958_VPL-003,,,2012-12-31,FNB Platinum Rewards 3,creditcardagreement_7864,FR036321958,Maintain
7894,119,FirstLight Federal Credit Union,El Paso,TX,NCUA,FR081746455_20121201 Consumer Agreement & Solicitation Disclosure,,,2012-12-31,Consumer Agreement Solicitation Disclosure,creditcardagreement_7894,FR081746455,Maintain
7918,311,HawaiiUSA Federal Credit Union,Honolulu,HI,NCUA,FRO77679132_6platinum,,,2012-12-31,6PDF,creditcardagreement_7918,FR077679132,Maintain
7919,390,Hills Bank and Trust Company,Hills,IA,FDIC,Visa Platinum Rewards Credit Card Agreement 12-12,,,2012-12-31,Visa Platinum Rewards Credit Card Agreement 12-12,creditcardagreement_7919,FR005313846,Maintain
7920,390,Hills Bank and Trust Company,Hills,IA,FDIC,Visa Platinum Credit Card Agreement 12-12,,,2012-12-31,Visa Platinum Credit Card Agreement 12-12,creditcardagreement_7920,FR005313846,Maintain
7932,204,Justice Federal Credit Union,Chantilly,VA,NCUA,092394980_2_JUST016VISAFRB_Web,,,2012-12-31,2_JUST016VISAFRB_Web,creditcardagreement_7932,FR092394980,Maintain
7933,202,Keesler Federal Credit Union,Biloxi,MS,NCUA,Share Secured,,,2012-12-31,Share Secured,creditcardagreement_7933,FR010389609,Maintain
7934,202,Keesler Federal Credit Union,Biloxi,MS,NCUA,CC_Disclosure,,,2012-12-31,Agreement 4,creditcardagreement_7934,FR010389609,Maintain
7940,396,Lake Trust Credit Union,Lansing,MI,NCUA,LTCU VISA Platinum Elite Agreement,,,2012-12-31,VISA Platinum Elite Agreement ,creditcardagreement_7940,FR106756067,Maintain
7942,396,Lake Trust Credit Union,Lansing,MI,NCUA,LTCU VISA Platinum Elite Rewards or Cashback Agreement,,,2012-12-31,VISA Platinum Elite Rewards or Cashback Agreement,creditcardagreement_7942,FR106756067,Maintain
7944,396,Lake Trust Credit Union,Lansing,MI,NCUA,LTCU VISA Secured Classic Agreement,,,2012-12-31,VISA Secured Classic Agreement,creditcardagreement_7944,FR106756067,Maintain
7945,396,Lake Trust Credit Union,Lansing,MI,NCUA,VISA Secured Classic Pricing Addendum Jan 2013,,,2012-12-31,VISA Secured Classic Disclosure,creditcardagreement_7945,FR106756067,Maintain
7949,294,Marriott Employees' Federal Credit Union,Bethesda,MD,NCUA,FR605999895_MEFCUVISAagreement1212,,,2012-12-31,MEFCUVISAagreement0111,creditcardagreement_7949,FR605999895,Maintain
7950,98,MAX Credit Union,Montgomery,AL,NCUA,79120465_1,,,2012-12-31,CLASSIC CREDIT CARD AGREEMENT 1,creditcardagreement_7950,FR079120465,Maintain
7951,98,MAX Credit Union,Montgomery,AL,NCUA,79120465_2,,,2012-12-31,GOLD CREDIT CARD AGREEMENT 2,creditcardagreement_7951,FR079120465,Maintain
7952,98,MAX Credit Union,Montgomery,AL,NCUA,79120465_3,,,2012-12-31,VISA PLATINUM CREDIT CARD AGREEMENT 3,creditcardagreement_7952,FR079120465,Maintain
7953,98,MAX Credit Union,Montgomery,AL,NCUA,79120465_4,,,2012-12-31,VISA PLATINUM CREDIT CARD AGREEMENT 4,creditcardagreement_7953,FR079120465,Maintain
7961,100,Michigan Educational Credit Union,Plymouth,MI,NCUA,FR110443822_Gold,,,2012-12-31,Gold,creditcardagreement_7961,FR110443822,Maintain
7962,100,Michigan Educational Credit Union,Plymouth,MI,NCUA,FR110443822_VisaClassic,,,2012-12-31,VisaClassic,creditcardagreement_7962,FR110443822,Maintain
7963,100,Michigan Educational Credit Union,Plymouth,MI,NCUA,VisaPlatinumDisclosure1212,,,2012-12-31,Visa Platinum Disclosure 1212,creditcardagreement_7963,FR110443822,Maintain
7964,459,Michigan First Credit Union,Lathrup Village,MI,NCUA,Michigan_First_Credit_Card_Agreement,,,2012-12-31,Michigan First Credit Card Agreement,creditcardagreement_7964,FR020087458,Maintain
7965,459,Michigan First Credit Union,Lathrup Village,MI,NCUA,Shumer_Electronic_2012_Dec_BlckWhite,,,2012-12-31,Shumer Electronic 2012 Dec BlckWhite,creditcardagreement_7965,FR020087458,Maintain
7967,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Dunsnumber_8 for MABT,,,2012-12-31,Genesis Zale Account Agreement,creditcardagreement_7967,FR081268450,Maintain
7970,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Credit Agreement - Revolving - Variable Fix Pay,,,2012-12-31,Fortiva Variable Fixed Pay ,creditcardagreement_7970,FR081268450,Maintain
7971,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Pricing Addendum for Revolving Variable Fixed Pay Credit Agreement,,,2012-12-31,Fortiva Pricing Addendum for Variable Fixed Pay,creditcardagreement_7971,FR081268450,Maintain
7972,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Additional Addendum for Revolving Variable Fixed Pay Credit Agreement,,,2012-12-31,Fortiva Additional Addendum for Variable Fixed Pay,creditcardagreement_7972,FR081268450,Maintain
7973,371,Mid America Bank and Trust Company,Dixon,MO,FDIC,Credit Agreement 0 Intro Rate,,,2012-12-31,Fortiva Credit Agreement 0% Intro Rate,creditcardagreement_7973,FR081268450,Maintain
7979,261,Notre Dame Federal Credit Union,Notre Dame,IN,NCUA,Notre Dame FCU Affinity - Ara - half & half,,,2012-12-31,NDFCU Affinity - Ara - 1/2%,creditcardagreement_7979,FR082866260,Maintain
7983,261,Notre Dame Federal Credit Union,Notre Dame,IN,NCUA,Notre Dame FCU Classic,,,2012-12-31,NDFCU Classic,creditcardagreement_7983,FR082866260,Maintain
7984,305,Numerica Credit Union,Spokane Valley,WA,NCUA,NUME@016VISA,,,2012-12-31,Consumer_Visa_Disclosure,creditcardagreement_7984,FR084413293,Maintain
7985,438,Oak Ridge National Laboratory Federal Credit Union,Oak Ridge,TN,NCUA,ORNL Credit Card Agreement,,,2012-12-31,Credit Card Agreement ,creditcardagreement_7985,FR139248368,Maintain
7986,438,Oak Ridge National Laboratory Federal Credit Union,Oak Ridge,TN,NCUA,ORNL New-Important Credit Card Disclosures,,,2012-12-31,Credit Card Disclosure,creditcardagreement_7986,FR139248368,Maintain
7996,182,Redwood Credit Union,Santa Rosa,CA,NCUA,077370732_Visa_Credit_Card_Agreement_Consumer_11062012,,,2012-12-31,Visa Credit Card Agreement Consumer 07142010,creditcardagreement_7996,FR077370732,Maintain
7999,293,Rivermark Community Credit Union,Beaverton,OR,NCUA,FR026546788_Credit Card Account Agreement,,,2012-12-31,CREDIT CARD ACCOUNT AGREEMENT AND FEDERAL TRUTH-IN-LENDING DISCLOSURE STATEMENTS,creditcardagreement_7999,FR026546788,Maintain
8020,250,SchoolsFirst Federal Credit Union,Santa Ana,CA,NCUA,SECC_Visa_Agreement,,,2012-12-31,School Employee Card Agreement,creditcardagreement_8020,FR020936941,Maintain
8021,343,State Employees Federal Credit Union (New York),Cohoes,NY,NCUA,5803812_D,,,2012-12-31,Agreement D,creditcardagreement_8021,FR005803812,Maintain
8035,353,State Employees Credit Union (Maryland),Linthicum,MD,NCUA,VisaDisclosureAACE72012,,,2012-12-31,AACE Fixed Card Agreement,creditcardagreement_8035,FR097587190,Maintain
8066,156,University of Kentucky Federal Credit Union,Lexington,KY,NCUA,623542990_Dec-2012 Agreement,,,2012-12-31,Dec 2012 Agreement,creditcardagreement_8066,FR623542990,Maintain
8067,337,University Of Michigan Credit Union,Ann Arbor,MI,NCUA,106355597_Platinum OptimUM,,,2012-12-31,Platinum OptimUM,creditcardagreement_8067,FR106355597,Maintain
8068,337,University Of Michigan Credit Union,Ann Arbor,MI,NCUA,106355597_Platinum Cash Rewards,,,2012-12-31,Platinum Cash Rewards,creditcardagreement_8068,FR106355597,Maintain
8077,389,USE Credit Union,San Diego,CA,NCUA,Platinum MasterCard Credit Card Agreement & Truth-In-Lending Disclosure - MC11 - 1-31-2011- FINAL,,,2012-12-31,USECU Consumer Credit Card Agreement,creditcardagreement_8077,FR958312829,Maintain
8078,389,USE Credit Union,San Diego,CA,NCUA,PlatMC_RatesTerms_Rev1212,,,2012-12-31,USECU Consumer Credit Card Rates and Terms,creditcardagreement_8078,FR958312829,Maintain
8081,67,Vantage West Credit Union,Tucson,AZ,NCUA,FR084462803_ APPLICATION AND SOLICITATION,,,2012-12-31,Application and Solicitation,creditcardagreement_8081,FR084462803,Maintain
8085,269,Vermont State Employees Credit Union,Montpelier,VT,NCUA,108086596_VERMONT Platinum Card 11012012,,,2012-12-31,VERMONT Platinum Card ,creditcardagreement_8085,FR108086596,Maintain
8112,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,CC VRL Final Disclosure,,,2012-12-31,Agreement 1,creditcardagreement_8112,FR160616525,Maintain
8113,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,CC Fixed Final Disclosure,,,2012-12-31,Agreement 2,creditcardagreement_8113,FR160616525,Maintain
8115,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,CC VRL Pre-Disclosure,,,2012-12-31,CC VRL Pre-Disclosure,creditcardagreement_8115,FR160616525,Maintain
8116,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,CC Fixed Pre-Disclosure,,,2012-12-31,CC Fixed Pre-Disclosure,creditcardagreement_8116,FR160616525,Maintain
8117,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,WSUAA Rewards Visa Pre Disclosure,,,2012-12-31,WSUAA Rewards Visa Pre Disclosure,creditcardagreement_8117,FR160616525,Maintain
8118,286,Wright-Patt Credit Union,Fairborn,OH,NCUA,WSUAA Final Disclosure,,,2012-12-31,WSUAA Final Disclosure,creditcardagreement_8118,FR160616525,Maintain
8165,334,Arizona State Credit Union,Phoenix,AZ,NCUA,89305890_AZSTCU_VISA_AGREEMENT,,,2013-03-31,AZSTCU VISA AGREEMENT,creditcardagreement_8165,FR089305890,Maintain
8166,334,Arizona State Credit Union,Phoenix,AZ,NCUA,89305890_AZSTCU_REWARDS_AGREEMENT,,,2013-03-31,AZSTCU CHOICE REWARDS AGREEMENT,creditcardagreement_8166,FR089305890,Maintain
8167,465,ASI Federal Credit Union,New Orleans,LA,NCUA,ASIFCU Visa Classic Credit Card,,,2013-03-31,ASIFCU Visa Classic Credit Card,creditcardagreement_8167,FR613763861,Maintain
8168,465,ASI Federal Credit Union,New Orleans,LA,NCUA,ASIFCU Visa Gold Credit Card,,,2013-03-31,ASIFCU Visa Gold Credit Card,creditcardagreement_8168,FR613763861,Maintain
8169,465,ASI Federal Credit Union,New Orleans,LA,NCUA,ASIFCU Visa Platinum Credit Card,,,2013-03-31,ASIFCU Visa Platinum Credit Card,creditcardagreement_8169,FR613763861,Maintain
8170,465,ASI Federal Credit Union,New Orleans,LA,NCUA,ASIFCU Visa Secured Credit Card,,,2013-03-31,ASIFCU Visa Secured Credit Card,creditcardagreement_8170,FR613763861,Maintain
8171,465,ASI Federal Credit Union,New Orleans,LA,NCUA,ASIFCU Visa Student Credit Card,,,2013-03-31,ASIFCU Visa Student Credit Card,creditcardagreement_8171,FR613763861,Maintain
8176,476,Bancredito International Bank,San Juan,PR,UNK,CONTRATO TARJETAS DE CREDITO BANCREDITO 2012,,,2013-03-31,Consumer Agreement,creditcardagreement_8176,FR660720423,Maintain
8188,317,Bankers' Bank of Kansas,Wichita,KS,OCC,FR782656011_VisaClassic-Platinum,,,2013-03-31,Visa Classic Platinum,creditcardagreement_8188,FR782656011,Maintain
8190,317,Bankers' Bank of Kansas,Wichita,KS,OCC,FR782656011_Community Banker,,,2013-03-31,Community Banker,creditcardagreement_8190,FR782656011,Maintain
8194,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_ClearPoints,,,2013-03-31,BBVA Compass ClearPoints Credit Card,creditcardagreement_8194,FR078963279,Maintain
8195,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_Optimizer Credit Card,,,2013-03-31,Optimizer Credit Card,creditcardagreement_8195,FR078963279,Maintain
8196,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_Personal Line of Credit,,,2013-03-31,Personal Line of Credit,creditcardagreement_8196,FR078963279,Maintain
8197,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_Visa Charge Card,,,2013-03-31,Visa Charge Card,creditcardagreement_8197,FR078963279,Maintain
8198,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_Visa Signature,,,2013-03-31,Visa Signature Credit Card,creditcardagreement_8198,FR078963279,Maintain
8199,16,BBVA Compass Bank Birmingham AL,Birmingham,AL,FRS,FR078963279_Wealth Management Visa Signature,,,2013-03-31,Wealth Management Visa Signature,creditcardagreement_8199,FR078963279,Maintain
8200,477,Belco Community Credit Union,Harrisburg,PA,NCUA,096260369_9.99 Fixed,,,2013-03-31,9.99 Fixed,creditcardagreement_8200,FR096260369,Maintain
8201,477,Belco Community Credit Union,Harrisburg,PA,NCUA,096260369_11.99 Fixed,,,2013-03-31,11.99 Fixed,creditcardagreement_8201,FR096260369,Maintain
8202,477,Belco Community Credit Union,Harrisburg,PA,NCUA,096260369_15.99 Fixed,,,2013-03-31,15.99 Fixed,creditcardagreement_8202,FR096260369,Maintain
8207,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_10.15 Low Rate Disclosure1,,,2013-03-31,10.15 Low Rate Disclosure1,creditcardagreement_8207,FR068035161,Maintain
8208,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_11.15 Rebate-Reward Disclosure1,,,2013-03-31,11.15 Rebate-Reward Disclosure1,creditcardagreement_8208,FR068035161,Maintain
8209,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_13.15 Low Rate-Rebate Disclosure1,,,2013-03-31,13.15 Low Rate-Rebate Disclosure1,creditcardagreement_8209,FR068035161,Maintain
8210,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_15.15 Rebate-Reward Disclosure1,,,2013-03-31,15.15 Rebate-Reward Disclosure1,creditcardagreement_8210,FR068035161,Maintain
8211,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_17.15 Low Rate Disclosure1,,,2013-03-31,17.15 Low Rate Disclosure1,creditcardagreement_8211,FR068035161,Maintain
8212,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_19.15 Rebate-Reward Disclosure1,,,2013-03-31,19.15 Rebate-Reward Disclosure1,creditcardagreement_8212,FR068035161,Maintain
8213,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_21.15 Low Rate Disclosure1,,,2013-03-31,21.15 Low Rate Disclosure1,creditcardagreement_8213,FR068035161,Maintain
8214,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_22.15 Rebate-Reward Disclosure1,,,2013-03-31,22.15 Rebate-Reward Disclosure1,creditcardagreement_8214,FR068035161,Maintain
8215,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_8.15 Low Rate Disclosure1,,,2013-03-31,8.15 Low Rate Disclosure1,creditcardagreement_8215,FR068035161,Maintain
8217,478,Bethpage Federal Credit Union,Bethpage,NY,NCUA,068035161_Rebate Disclosure1,,,2013-03-31,Rebate Disclosure1,creditcardagreement_8217,FR068035161,Maintain
8255,299,Cedar Hill National Bank,Charlotte,NC,OCC,FR177646168_AGREEMENT 1,,,2013-03-31,Agreement 1,creditcardagreement_8255,FR177646168,Maintain
8258,153,Community First Credit Union of Florida,Jacksonville,FL,NCUA,Card Agreement DFLRI5 1.28.13,,,2013-03-31,Card Agreement,creditcardagreement_8258,FR087521276,Maintain
8290,196,Citibank NA,Las Vegas,NV,OCC,006983704_62,,,2013-03-31,Agreement 62,creditcardagreement_8290,FR006983704,Maintain
8313,309,Community Credit Union of Florida,Rockledge,FL,NCUA,Application and Solication Disclosure,,,2013-03-31,Application and Solicitation Disclosure,creditcardagreement_8313,FR107552747,Maintain
8315,88,Corning Federal Credit Union,Corning,NY,NCUA,FRO85998326_Visa Classic,,,2013-03-31,Visa Classic,creditcardagreement_8315,FR085998326,Maintain
8316,88,Corning Federal Credit Union,Corning,NY,NCUA,FRO85998326_Visa Platinum,,,2013-03-31,Visa Platinum,creditcardagreement_8316,FR085998326,Maintain
8325,428,Credit Union of Denver,Denver,CO,NCUA,StandardCCAgreement 3-2013,,,2013-03-31,StandardCCAGREEMENT 3-2013,creditcardagreement_8325,FR106368400,Maintain
8327,27,Cyprus Federal Credit Union,West Jordan,UT,NCUA,E05Visa_Card_Agreement,,,2013-03-31,Agreement 1,creditcardagreement_8327,FR073075426,Maintain
8328,27,Cyprus Federal Credit Union,West Jordan,UT,NCUA,Student VISA Agreement WHOLE,,,2013-03-31,Agreement 2,creditcardagreement_8328,FR073075426,Maintain
8334,56,Educators Credit Union,Racine,WI,NCUA,FR080493349_Visa Gold Disclosure,,,2013-03-31,Visa Gold,creditcardagreement_8334,FR080493349,Maintain
8335,56,Educators Credit Union,Racine,WI,NCUA,FR080493349_Visa Platinum Disclosure,,,2013-03-31,Visa Platinum,creditcardagreement_8335,FR080493349,Maintain
8336,56,Educators Credit Union,Racine,WI,NCUA,FR080493349_VISA Pledge Card Disclosure,,,2013-03-31,Visa Pledge,creditcardagreement_8336,FR080493349,Maintain
8350,442,First Arkansas Bank and Trust,Jacksonville,AR,FRS,ca_fdr_V1.1_08.12_world_consumer_tnc_w_rate sheet,,,2013-03-31,Consumer World Cardholder Agreement,creditcardagreement_8350,FR006561021,Maintain
8374,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Gold E,,,2013-03-31,Gold E,creditcardagreement_8374,FR006969042,Maintain
8375,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Gold F,,,2013-03-31,Gold F,creditcardagreement_8375,FR006969042,Maintain
8376,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Platinum A,,,2013-03-31,Platinum A,creditcardagreement_8376,FR006969042,Maintain
8377,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Platinum B,,,2013-03-31,Platinum B,creditcardagreement_8377,FR006969042,Maintain
8378,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Platinum C,,,2013-03-31,Platinum C,creditcardagreement_8378,FR006969042,Maintain
8379,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Secured,,,2013-03-31,Secured,creditcardagreement_8379,FR006969042,Maintain
8380,183,First Interstate Bank,Billings,MT,FRS,FR006969042 Platinum D,,,2013-03-31,Platinum D,creditcardagreement_8380,FR006969042,Maintain
8381,183,First Interstate Bank,Billings,MT,FRS,FR006969042 FirstRewards A,,,2013-03-31,FirstRewards A,creditcardagreement_8381,FR006969042,Maintain
8382,183,First Interstate Bank,Billings,MT,FRS,FR006969042 FirstRewards B,,,2013-03-31,FirstRewards B,creditcardagreement_8382,FR006969042,Maintain
8383,183,First Interstate Bank,Billings,MT,FRS,FR006969042 FirstRewards C,,,2013-03-31,FirstRewards C,creditcardagreement_8383,FR006969042,Maintain
8384,183,First Interstate Bank,Billings,MT,FRS,FR006969042 FirstRewards D,,,2013-03-31,FirstRewards D,creditcardagreement_8384,FR006969042,Maintain
8480,83,Lansing Automakers Federal Credit Union,Lansing,MI,NCUA,Credit Card Agreement Feb 2013,,,2013-03-31,LAFCU Credit Card Agreement,creditcardagreement_8480,FR069830503,Maintain
8481,83,Lansing Automakers Federal Credit Union,Lansing,MI,NCUA,Student Credit Card Agreement Feb 2013,,,2013-03-31,LAFCU Young Adult Agreement,creditcardagreement_8481,FR069830503,Maintain
8482,470,Listerhill Credit Union,Sheffield,AL,NCUA,2013-05-10 Agreement and Disclosure No Promo-Revised 03,,,2013-03-31,2013-05-10 Agreement and Disclosure No Promo-Revised 03,creditcardagreement_8482,FR967336657,Maintain
8485,332,Massachusetts Institute of Technology Federal Credit Union,Cambridge,MA,NCUA,FR609726799 Platinum 8.99,,,2013-03-31,Platinum,creditcardagreement_8485,FR609722799,Maintain
8486,332,Massachusetts Institute of Technology Federal Credit Union,Cambridge,MA,NCUA,FR609726799 Classic Secured 10.99,,,2013-03-31,FR609726799_Classic Secured ,creditcardagreement_8486,FR609722799,Maintain
8487,332,Massachusetts Institute of Technology Federal Credit Union,Cambridge,MA,NCUA,FR609726799 Classic 10.99,,,2013-03-31,FR609726799_Classic,creditcardagreement_8487,FR609722799,Maintain
8488,332,Massachusetts Institute of Technology Federal Credit Union,Cambridge,MA,NCUA,FR60972699 Platinum Secured  8.99,,,2013-03-31,FR60972699_Platinum Secured,creditcardagreement_8488,FR609722799,Maintain
8489,332,Massachusetts Institute of Technology Federal Credit Union,Cambridge,MA,NCUA,FR609726799 Alumni-Onyx disclosure 1499,,,2013-03-31,Alumni-Onyx 14.99 AOD,creditcardagreement_8489,FR609722799,Maintain
